rank,app_id,title
1,net.lightcon.windidle,"윈드러너 키우기"
2,com.gtgames.girl,"여전사키우기"
3,com.noriworks.gm,"고스톱M : 데이터 필요없는 맞고 게임"
4,com.mocacorp.tile,"타일 킹 - 트리플 매치"
5,com.mocacorp.sudoku,"스도쿠"
6,com.mergegames.gossipharbor,"가십하버: 합성 & 스토리 게임"
7,com.nexon.he,"히간: 이루실"
8,com.cyphergames.royalsmash,"Royal Smash! - Physics Puzzle"
9,com.mobirix.ldwm,"수박 만들기 2048"
10,game.qualiarts.hololive.dreams.com,"hololive Dreams"
11,com.block.juggle,"블록 블라스트 (Block Blast)"
12,com.NXN.Rise2025,"라이즈 신 키우기"
13,com.supercandy.resetworld,"여고생과 리셋중! - 로그라이크 x 방치형 RPG"
14,com.noriworks.kg,"국민 고스톱"
15,com.ecffri.arrows,"애로우즈 – 퍼즐 이스케이프 (Arrows)"
16,com.warrior.screw.gp,"나사 풀기 대작전"
17,com.grandgames.magicsort,"매직 정렬!  (Magic Sort !)"
18,com.roblox.client,"로블록스 (Roblox)"
19,com.TeamSparta.BunkerDefenseMVP,"벙커 디펜스: 빠른 무한 물량 막기"
20,com.hkqs.jszx.google,"부족 또 전쟁 : 무한루프 RPG"
21,com.kayac.slow_mo_strike,"Slow Mo Strike: Knives in Time"
22,com.gravity.romkrzeny.aos,"라그나로크M: Classic"
23,com.nebula.mahjongtile,"마작 블래스트 (Mahjong Blast)"
24,com.korea.hsbbkr.google,"도깨비 소녀와 함께"
25,com.flow.cannonball,"Smash Fest!"
26,com.nianticlabs.pokemongo,"Pokémon GO"
27,com.run.tower.defense,"킹샷:Kingshot"
28,com.oakever.meowdoku,"Meowdoku: 두뇌 퍼즐 게임"
29,com.bandainamcoent.dgup_ww,"디지몬 UP"
30,com.Chillgaming.oneState,"OneState RP: 온라인 롤플레잉"
31,jp.co.goodroid.hyper.busflow,"Bus Traffic Fever!"
32,color.number.paint.pixle.art.sort.jigsaw,"Jewel Coloring"
33,com.puzzlegames.puzzlebrickslegend,"컬러블록: 콤보 블라스트(Color Block)"
34,com.ekkorr.ef2,"오늘도 환생 2 : 방치형 디펜스 RPG"
35,jp.pokemon.pokemonchampions,"Pokémon Champions"
36,com.vitastudio.mahjong,"비타 마작(Vita Mahjong)"
37,com.leap.searchit,"Search It – 숨은그림찾기"
38,com.highbrow.games.dvo,"드래곤빌리지3"
39,com.brain.crazy.joygame,"Brain Puzzle 3: Crazy Mind"
40,com.dreamgames.royalmatch,"로얄 매치 Royal Match"
41,com.xman.kr.gp,"X 클래시"
42,com.phs.global,"라스트 어사일럼: 페스트"
43,pics.karaage.damekoico,"나쁜 사랑 - 다크한 남친 컬렉션"
44,com.hollywood.merge,"할리우드 머지"
45,com.naddic.bbhero,"별별히어로 : RPG 맛집"
46,com.dreamgames.royalkingdom,"로얄 킹덤 (Royal Kingdom)"
47,com.oakever.arrows,"Amaze GO! - 화살표 퍼즐"
48,com.wood.block.sudoku.puzzle.bm,"Block Crush: 블록블라스트 퍼즐"
49,jp.co.ponos.battlecatskr,"냥코 대전쟁"
50,com.nexon.ma,"메이플 키우기"
51,com.gof.global,"WOS: 화이트아웃 서바이벌"
52,com.haegin.kbo,"2026 프로야구GO!"
53,com.fatmerge.global,"테이스티 트레블: 합성 게임"
54,com.youmusic.magictiles,"매직 타일 3: 피아노 게임 케이팝 노래"
55,beats.color.sing.star.rush,"피아노타일9: 리듬게임 음악·노래·음악·케이팝"
56,com.unept.leveldevil,"Level Devil - NOT A Troll Game"
57,com.soccer.score.star,"사커 슈퍼스타 (Soccer Superstar)"
58,com.chirpysort.game.android,"Chirpy Sort: Bird Color Puzzle"
59,net.gameduo.gv,"캣 히어로 : 방치형 RPG"
60,com.nexon.fmk,"FC 모바일"
61,io.voodoo.holeio,"Hole.io"
62,com.gamedots.seasideescape,"씨사이드 익스케이프: 합성 & 스토리 게임"
63,tokyo.chickenskin.imikowa,"의미심장 스토리"
64,com.playrix.township,"꿈의 마을 (Township)"
65,com.familygo.simgame,"Family Go! - 대를 잇는 인생 시뮬레이션"
66,com.epicoro.castleclashers,"Castle Busters"
67,pics.karaage.sokutaiho,"순찰중! 바로 체포!"
68,com.whoyaho.tanghulu,"탕후루의 달인 - 두쫀쿠, 급식, 배달 먹방 ASMR"
69,word.games.puzzle.offline.games,"낱말퀴즈-단어&단어게임&두뇌 훈련&현실적인 게임"
70,com.supercell.brawlstars,"브롤스타즈"
71,com.nflystudio.InfiniteStaircase,"무한의 계단"
72,com.s01.global,"로드러쉬"
73,com.pocket.sort.coin.puzzle.game,"포켓 정렬 (Pocket Sort): 동전 병합 퍼즐"
74,com.sled.surfers.game,"Sled Surfers  - 슬로프 어드벤처"
75,com.readygo.barrel.gp,"라스트 Z: 서바이벌 슈터"
76,easy.sudoku.puzzle.solver.free,"스도쿠 - 클래식 스도쿠 퍼즐"
77,supa.game.mala,"마라마스터 : 인형계, 포토카드 포장, 마라탕 먹방"
78,com.basakansoft.jobmaker,"취준생 키우기 : 취업 시뮬레이션 게임"
79,com.Chodun.CatGunner,"총잡이 고양이 : 방치형 키우기 RPG"
80,com.rush.xtreme.sports,"러시: 익스트림 (RUSH: Xtreme)"
81,com.pocketchamps.game,"포켓 챔프: 3D 레이싱 게임"
82,com.robtopx.geometryjumplite,"Geometry Dash Lite"
83,com.easybrain.sudoku.android,"스도쿠 - 두뇌 훈련용 퍼즐 게임"
84,jigsaw.solitaire.match.games.free,"지그소 드롭: 솔리테어 퍼즐"
85,com.merge.game.foodstars,"푸드스타: 합쳐서 요리하기"
86,com.king.candycrushsaga,"캔디크러쉬사가 (Candy Crush Saga)"
87,app.gajami.keycap,"딸깍 - 키캡게임"
88,com.cedargames.mysterytown,"미스터리 타운: 합성 게임 (Mystery Town)"
89,com.nebula.tiles,"탭 타일 (Tap Tile)"
90,sorting.games.goods.sort.triple.match3d.puzzle.stuff,"상품 분류 게임: 3D 퍼즐"
91,com.bunbunstudio.magicblocktiles,"음악 피아노 7:  음악게임 & 피아노게임"
92,com.percent.aos.cooptd,"협타디: 협동 타워 디펜스"
93,com.fty.trickmean2game,"Tricky Mean2"
94,com.brain.logic.joygame,"Brain Puzzle 2: Logic Twist"
95,com.tfgco.apps.coloring.free.color.by.number,"숫자별로 색칠하기: 픽셀 색칠 게임"
96,com.vincentb.MobControl,"Mob Control"
97,com.danceofplantsms.android.kor,"플랜티스와 좀비깡패"
98,com.whoyaho.pendeco,"볼꾸의 달인 - 볼펜 꾸미기 ASMR 비즈 만들기"
99,io.voodoo.paper2,"Paper.io 2"
100,jigsolitaire.jigsort.jigsaw.solitaire.puzzle,"Jigsort™ 퍼즐: 혼자 즐기는 재미"
