rank,app_id,title
1,net.lightcon.windidle,"윈드러너 키우기"
2,com.hkqs.jszx.google,"부족 또 전쟁 : 무한루프 RPG"
3,com.noriworks.gm,"고스톱M : 데이터 필요없는 맞고 게임"
4,com.nexon.he,"히간: 이루실"
5,com.mocacorp.tile,"타일 킹 - 트리플 매치"
6,com.mergegames.gossipharbor,"가십하버: 합성 & 스토리 게임"
7,com.NXN.Rise2025,"라이즈 신 키우기"
8,com.mocacorp.sudoku,"스도쿠"
9,com.supercandy.resetworld,"여고생과 리셋중! - 로그라이크 x 방치형 RPG"
10,com.gravity.romkrzeny.aos,"라그나로크M: Classic"
11,game.qualiarts.hololive.dreams.com,"hololive Dreams"
12,com.cyphergames.royalsmash,"Royal Smash! - Physics Puzzle"
13,com.mobirix.ldwm,"수박 만들기 2048"
14,com.TeamSparta.BunkerDefenseMVP,"벙커 디펜스: 빠른 무한 물량 막기"
15,com.kayac.slow_mo_strike,"Slow Mo Strike: Knives in Time"
16,com.grandgames.magicsort,"매직 정렬!  (Magic Sort !)"
17,com.ecffri.arrows,"애로우즈 – 퍼즐 이스케이프 (Arrows)"
18,com.block.juggle,"블록 블라스트 (Block Blast)"
19,com.roblox.client,"로블록스 (Roblox)"
20,com.korea.hsbbkr.google,"도깨비 소녀와 함께"
21,com.noriworks.kg,"국민 고스톱"
22,com.bandainamcoent.dgup_ww,"디지몬 UP"
23,com.warrior.screw.gp,"나사 풀기 대작전"
24,com.flow.cannonball,"Smash Fest!"
25,com.nebula.mahjongtile,"마작 블래스트 (Mahjong Blast)"
26,com.nianticlabs.pokemongo,"Pokémon GO"
27,com.puzzlegames.puzzlebrickslegend,"컬러블록: 콤보 블라스트(Color Block)"
28,com.Chillgaming.oneState,"OneState RP: 온라인 롤플레잉"
29,com.oakever.meowdoku,"Meowdoku: 두뇌 퍼즐 게임"
30,color.number.paint.pixle.art.sort.jigsaw,"Jewel Coloring"
31,pics.karaage.damekoico,"나쁜 사랑 - 다크한 남친 컬렉션"
32,jp.pokemon.pokemonchampions,"Pokémon Champions"
33,com.highbrow.games.dvo,"드래곤빌리지3"
34,com.run.tower.defense,"킹샷:Kingshot"
35,com.xman.kr.gp,"X 클래시"
36,com.ekkorr.ef2,"오늘도 환생 2 : 방치형 디펜스 RPG"
37,com.naddic.bbhero,"별별히어로 : RPG 맛집"
38,com.vitastudio.mahjong,"비타 마작(Vita Mahjong)"
39,com.phs.global,"라스트 어사일럼: 페스트"
40,com.dreamgames.royalmatch,"로얄 매치 Royal Match"
41,com.hollywood.merge,"할리우드 머지"
42,jp.co.ponos.battlecatskr,"냥코 대전쟁"
43,jp.co.goodroid.hyper.busflow,"Bus Traffic Fever!"
44,com.haegin.kbo,"2026 프로야구GO!"
45,com.dreamgames.royalkingdom,"로얄 킹덤 (Royal Kingdom)"
46,com.nexon.ma,"메이플 키우기"
47,com.oakever.arrows,"Amaze GO! - 화살표 퍼즐"
48,com.leap.searchit,"Search It – 숨은그림찾기"
49,com.brain.crazy.joygame,"Brain Puzzle 3: Crazy Mind"
50,com.nexon.fmk,"FC 모바일"
51,com.youmusic.magictiles,"매직 타일 3: 피아노 게임 케이팝 노래"
