rank,app_id,title
1,com.superpixel.undyinghero,"불사용사 키우기 : 방치형 RPG"
2,com.end9games.aow37ggl,"이것이 삼국지다-1,500뽑기 증정"
3,com.blackdust.redblue,"냥찍 히어로즈 : 방치형 RPG"
4,com.mergegames.gossipharbor,"가십하버: 합성 & 스토리 게임"
5,com.Gameplete.CardFantasy,"트리플 판타지 : 카드 전략 수집형 RPG"
6,com.oakever.meowdoku,"Meowdoku: 두뇌 퍼즐 게임"
7,com.ekkorr.ef2,"오늘도 환생 2 : 방치형 디펜스 RPG"
8,com.noriworks.gm,"고스톱M : 데이터 필요없는 맞고 게임"
9,com.ecffri.arrows,"애로우즈 – 퍼즐 이스케이프 (Arrows)"
10,com.mocacorp.tile,"타일 킹 - 트리플 매치"
11,com.oakever.arrows,"Amaze GO! - 화살표 퍼즐"
12,com.mocacorp.sudoku,"스도쿠"
13,jp.pokemon.pokemonchampions,"Pokémon Champions"
14,com.daerigame.rellion,"렐리온: NPC들의 생존기"
15,com.kr.lfhsgp,"그레이 사가"
16,com.noriworks.kg,"국민 고스톱"
17,com.roblox.client,"로블록스 (Roblox)"
18,com.naddic.bbhero,"별별히어로 : RPG 맛집"
19,com.grandgames.magicsort,"매직 정렬!  (Magic Sort !)"
20,com.block.juggle,"블록 블라스트 (Block Blast)"
21,com.nianticlabs.pokemongo,"Pokémon GO"
22,com.fatmerge.global,"테이스티 트레블: 합성 게임"
23,com.nexon.fmk,"FC 모바일"
24,com.haegin.kbo,"2026 프로야구GO!"
25,com.mobirix.ldwm,"수박 만들기 2048"
26,jp.co.goodroid.hyper.busflow,"Bus Traffic Fever!"
27,com.run.tower.defense,"킹샷:Kingshot"
28,com.bhk.newslgkr,"삼국지: 천하결전"
29,jp.co.ponos.battlecatskr,"냥코 대전쟁"
30,com.vitastudio.mahjong,"비타 마작(Vita Mahjong)"
31,com.Chillgaming.oneState,"OneState RP: 온라인 롤플레잉"
32,com.funplus.ts.global,"타일 서바이벌"
33,com.phs.global,"라스트 어사일럼: 페스트"
34,com.nebula.mahjongtile,"마작 블래스트 (Mahjong Blast)"
35,com.dreamgames.royalkingdom,"로얄 킹덤 (Royal Kingdom)"
36,com.supercell.brawlstars,"브롤스타즈"
37,com.dlw.kr.google,"시티 데몬헌터즈: 각성자들"
38,com.com2usholdings.starsailors.android.google.global.normal,"스타 세일러"
39,com.xman.kr.gp,"X 클래시"
40,com.puzzlegames.puzzlebrickslegend,"컬러블록: 콤보 블라스트(Color Block)"
41,com.gamedots.seasideescape,"씨사이드 익스케이프: 합성 & 스토리 게임"
42,com.soccer.score.star,"사커 슈퍼스타 (Soccer Superstar)"
43,com.dreamgames.royalmatch,"로얄 매치 Royal Match"
44,com.highbrow.games.dvo,"드래곤빌리지3"
45,com.nexon.ma,"메이플 키우기"
46,com.riftsky.mhg.kr.gp,"더 코지 플로리스트"
47,net.gameduo.gv,"캣 히어로 : 방치형 RPG"
48,com.allstarunion.lastfurry,"라스트 퍼리: 서바이벌"
49,com.king.candycrushsaga,"캔디크러쉬사가 (Candy Crush Saga)"
50,com.warrior.screw.gp,"나사 풀기 대작전"
51,com.wood.block.sudoku.puzzle.bm,"Block Crush: 블록블라스트 퍼즐게임"
52,com.chirpysort.game.android,"Chirpy Sort: Bird Color Puzzle"
53,com.leap.searchit,"Search It – 숨은그림찾기"
54,color.number.paint.pixle.art.sort.jigsaw,"Jewel Coloring"
55,com.xmh.rpg.kr.an,"스카이 어비스: 혈맹의 서약"
56,com.rummikubfree,"Rummikub"
57,com.unept.leveldevil,"Level Devil - NOT A Troll Game"
58,com.en.chens.ete2024,"E.T.E Chronicle"
59,com.innersloth.spacemafia,"Among Us"
60,com.abi.colony.flow,"Colony Flow"
61,word.games.puzzle.offline.games,"낱말퀴즈-단어&단어게임&두뇌 훈련&현실적인 게임"
62,com.youmusic.magictiles,"매직 타일 3: 피아노 게임 케이팝 노래"
63,com.epicoro.castleclashers,"Castle Busters"
64,com.cedargames.mysterytown,"미스터리 타운: 합성 게임 (Mystery Town)"
65,com.robtopx.geometryjumplite,"Geometry Dash Lite"
66,com.gof.global,"WOS: 화이트아웃 서바이벌"
67,easy.sudoku.puzzle.solver.free,"스도쿠 - 클래식 스도쿠 퍼즐"
