rank,app_id,title
1,com.blackdust.redblue,"냥찍 히어로즈 : 방치형 RPG"
2,com.superpixel.undyinghero,"불사용사 키우기 : 방치형 RPG"
3,com.noriworks.gm,"고스톱M : 데이터 필요없는 맞고 게임"
4,com.ekkorr.ef2,"오늘도 환생 2 : 방치형 디펜스 RPG"
5,com.mocacorp.tile,"타일 킹 - 트리플 매치"
6,com.mergegames.gossipharbor,"가십하버: 합성 & 스토리 게임"
7,com.oakever.meowdoku,"Meowdoku: 두뇌 퍼즐 게임"
8,com.mocacorp.sudoku,"스도쿠"
9,com.Gameplete.CardFantasy,"트리플 판타지 : 카드 전략 수집형 RPG"
10,com.ecffri.arrows,"애로우즈 – 퍼즐 이스케이프 (Arrows)"
11,jp.pokemon.pokemonchampions,"Pokémon Champions"
12,com.oakever.arrows,"Amaze GO! - 화살표 퍼즐"
13,com.grandgames.magicsort,"매직 정렬!  (Magic Sort !)"
14,com.kr.lfhsgp,"그레이 사가"
15,com.noriworks.kg,"국민 고스톱"
16,com.daerigame.rellion,"렐리온: NPC들의 생존기"
17,com.com2usholdings.starsailors.android.google.global.normal,"스타 세일러"
18,com.naddic.bbhero,"별별히어로 : RPG 맛집"
19,jp.co.goodroid.hyper.busflow,"Bus Traffic Fever!"
20,com.fatmerge.global,"테이스티 트레블: 합성 게임"
21,com.block.juggle,"블록 블라스트 (Block Blast)"
22,com.nexon.fmk,"FC 모바일"
23,com.haegin.kbo,"2026 프로야구GO!"
24,com.run.tower.defense,"킹샷:Kingshot"
25,com.nianticlabs.pokemongo,"Pokémon GO"
26,com.bhk.newslgkr,"삼국지: 천하결전"
27,com.mobirix.ldwm,"수박 만들기 2048"
28,com.roblox.client,"로블록스 (Roblox)"
29,com.funplus.ts.global,"타일 서바이벌"
30,com.phs.global,"라스트 어사일럼: 페스트"
31,com.dlw.kr.google,"시티 데몬헌터즈: 각성자들"
32,jp.co.ponos.battlecatskr,"냥코 대전쟁"
33,com.vitastudio.mahjong,"비타 마작(Vita Mahjong)"
34,color.number.paint.pixle.art.sort.jigsaw,"Jewel Coloring"
35,com.nebula.mahjongtile,"마작 블래스트 (Mahjong Blast)"
36,com.dreamgames.royalkingdom,"로얄 킹덤 (Royal Kingdom)"
37,com.xman.kr.gp,"X 클래시"
38,com.highbrow.games.dvo,"드래곤빌리지3"
39,com.puzzlegames.puzzlebrickslegend,"컬러블록: 콤보 블라스트(Color Block)"
40,com.riftsky.mhg.kr.gp,"더 코지 플로리스트"
41,com.soccer.score.star,"사커 슈퍼스타 (Soccer Superstar)"
42,com.allstarunion.lastfurry,"라스트 퍼리: 서바이벌"
43,com.Chillgaming.oneState,"OneState RP: 온라인 롤플레잉"
44,com.gamedots.seasideescape,"씨사이드 익스케이프: 합성 & 스토리 게임"
45,com.pocket.sort.coin.puzzle.game,"포켓 정렬 (Pocket Sort): 동전 병합 퍼즐"
46,com.dreamgames.royalmatch,"로얄 매치 Royal Match"
47,net.gameduo.gv,"캣 히어로 : 방치형 RPG"
48,com.vizta.wg5,"오싹취재단：위기 탈출"
49,com.nexon.ma,"메이플 키우기"
50,com.chirpysort.game.android,"Chirpy Sort: Bird Color Puzzle"
51,com.leap.searchit,"Search It – 숨은그림찾기"
52,com.wood.block.sudoku.puzzle.bm,"Block Crush: 블록블라스트 퍼즐게임"
53,com.warrior.screw.gp,"나사 풀기 대작전"
54,com.supercell.brawlstars,"브롤스타즈"
55,com.king.candycrushsaga,"캔디크러쉬사가 (Candy Crush Saga)"
56,beats.color.sing.star.rush,"피아노타일9: 리듬게임 음악·노래·음악·케이팝"
57,com.abi.colony.flow,"Colony Flow"
58,com.epicoro.castleclashers,"Castle Busters"
59,word.games.puzzle.offline.games,"낱말퀴즈-단어&단어게임&두뇌 훈련&현실적인 게임"
60,com.cedargames.mysterytown,"미스터리 타운: 합성 게임 (Mystery Town)"
61,com.gof.global,"WOS: 화이트아웃 서바이벌"
62,com.oakever.tiletrip,"Tile Explorer - 트리플 매치"
63,com.playrix.township,"꿈의 마을 (Township)"
64,com.unept.leveldevil,"Level Devil - NOT A Troll Game"
65,com.merge.game.foodstars,"푸드스타: 합쳐서 요리하기"
66,easy.sudoku.puzzle.solver.free,"스도쿠 - 클래식 스도쿠 퍼즐"
67,com.sled.surfers.game,"Sled Surfers  - 슬로프 어드벤처"
68,find.difference.spot.differences.hidden.puzzle.games.free,"차이점 - 찾기 & 발견하기"
