rank,app_id,title
1,com.end9games.aow37ggl,"이것이 삼국지다-1,500뽑기 증정"
2,com.superpixel.undyinghero,"불사용사 키우기 : 방치형 RPG"
3,com.blackdust.redblue,"냥찍 히어로즈 : 방치형 RPG"
4,com.noriworks.gm,"고스톱M : 데이터 필요없는 맞고 게임"
5,com.mocacorp.tile,"타일 킹 - 트리플 매치"
6,com.mergegames.gossipharbor,"가십하버: 합성 & 스토리 게임"
7,com.mocacorp.sudoku,"스도쿠"
8,com.ekkorr.ef2,"오늘도 환생 2 : 방치형 디펜스 RPG"
9,com.ecffri.arrows,"애로우즈 – 퍼즐 이스케이프 (Arrows)"
10,com.oakever.meowdoku,"Meowdoku: 두뇌 퍼즐 게임"
11,jp.pokemon.pokemonchampions,"Pokémon Champions"
12,com.Gameplete.CardFantasy,"트리플 판타지 : 카드 전략 수집형 RPG"
13,com.nianticlabs.pokemongo,"Pokémon GO"
14,com.grandgames.magicsort,"매직 정렬!  (Magic Sort !)"
15,com.noriworks.kg,"국민 고스톱"
16,com.oakever.arrows,"Amaze GO! - 화살표 퍼즐"
17,com.daerigame.rellion,"렐리온: NPC들의 생존기"
18,com.roblox.client,"로블록스 (Roblox)"
19,com.mobirix.ldwm,"수박 만들기 2048"
20,com.block.juggle,"블록 블라스트 (Block Blast)"
21,com.naddic.bbhero,"별별히어로 : RPG 맛집"
22,com.Chillgaming.oneState,"OneState RP: 온라인 롤플레잉"
23,com.fatmerge.global,"테이스티 트레블: 합성 게임"
24,com.nexon.fmk,"FC 모바일"
25,com.kr.lfhsgp,"그레이 사가"
26,com.run.tower.defense,"킹샷:Kingshot"
27,com.haegin.kbo,"2026 프로야구GO!"
28,jp.co.goodroid.hyper.busflow,"Bus Traffic Fever!"
29,jp.co.ponos.battlecatskr,"냥코 대전쟁"
30,pics.karaage.damekoico,"나쁜 사랑 - 다크한 남친 컬렉션"
31,com.bhk.newslgkr,"삼국지: 천하결전"
32,com.vitastudio.mahjong,"비타 마작(Vita Mahjong)"
33,com.phs.global,"라스트 어사일럼: 페스트"
34,com.funplus.ts.global,"타일 서바이벌"
35,com.supercell.brawlstars,"브롤스타즈"
36,com.dreamgames.royalkingdom,"로얄 킹덤 (Royal Kingdom)"
