rank,app_id,title
1,jp.pokemon.pokemonchampions,"Pokémon Champions"
2,com.mocacorp.tile,"타일 킹 - 트리플 매치"
3,com.noriworks.gm,"고스톱M : 데이터 필요없는 맞고 게임"
4,com.oakever.meowdoku,"Meowdoku: 두뇌 퍼즐 게임"
5,com.k8games.dreamfurniggl,"꿈꾸는 가구점: 합성 & 스토리 게임"
6,com.ecffri.arrows,"애로우즈 – 퍼즐 이스케이프 (Arrows)"
7,com.naddic.bbhero,"별별히어로 : RPG 맛집"
8,com.mocacorp.sudoku,"스도쿠"
9,com.oakever.arrows,"Amaze GO! - 화살표 퍼즐"
10,com.grandgames.magicsort,"매직 정렬!  (Magic Sort !)"
11,com.noriworks.kg,"국민 고스톱"
12,com.nexon.fmk,"FC 모바일"
13,com.netflix.NGP.TocaHairSalon4,"Toca Boca Hair Salon 4 NETFLIX"
14,com.block.juggle,"블록 블라스트 (Block Blast)"
15,com.highbrow.games.dvo,"드래곤빌리지3"
16,com.puzzlegames.puzzlebrickslegend,"컬러블록: 콤보 블라스트(Color Block)"
17,com.jsjskr.google,"토이 삼국"
18,com.mergegames.gossipharbor,"가십하버: 합성 & 스토리 게임"
19,com.dlw.kr.google,"시티 데몬헌터즈: 각성자들"
20,com.phs.global,"라스트 어사일럼: 페스트"
21,jp.co.goodroid.hyper.busflow,"Bus Traffic Fever!"
22,jp.co.ponos.battlecatskr,"냥코 대전쟁"
23,com.xman.kr.gp,"X 클래시"
24,com.riftsky.mhg.kr.gp,"더 코지 플로리스트"
25,com.leap.searchit,"Search It – 숨은그림찾기"
26,com.run.tower.defense,"킹샷:Kingshot"
27,color.number.paint.pixle.art.sort.jigsaw,"Jewel Coloring"
28,com.playtstudio.abyssknight,"심연의 기사 키우기"
29,com.fatmerge.global,"테이스티 트레블: 합성 게임"
30,com.tocaboca.tocahairsalon4,"Toca Boca Hair Salon 4"
31,com.dreamgames.royalkingdom,"로얄 킹덤 (Royal Kingdom)"
32,com.oakever.tiletrip,"Tile Explorer - 트리플 매치"
33,com.roblox.client,"로블록스 (Roblox)"
34,com.nexon.ma,"메이플 키우기"
35,com.nebula.mahjongtile,"마작 블래스트 (Mahjong Blast)"
36,com.dwgames.chunorpg,"추노 키우기"
37,com.nianticlabs.pokemongo,"Pokémon GO"
38,com.flower.forest.word.puzzle,"Flower Forest - 워드 퍼즐"
39,com.vitastudio.mahjong,"비타 마작(Vita Mahjong)"
40,com.lucky.arrow.out.path,"Lucky Arrow Out"
41,com.arrow.madness.games.arrows.escape.puzzle.game,"Maze Madness - 두뇌 퍼즐"
42,com.funplus.ts.global,"타일 서바이벌"
43,com.ujoygp.flower,"오늘의 꽃"
44,com.warrior.screw.gp,"나사 풀기 대작전"
45,com.soccer.score.star,"사커 슈퍼스타 (Soccer Superstar)"
46,word.games.puzzle.offline.games,"낱말퀴즈-단어&단어게임&두뇌 훈련&현실적인 게임"
47,com.superbox.aos.suikagame,"멜론 메이커 : 과일 파티"
